arxiv_id,predicted_type,reasoning
2003.04633,regular,"This paper presents a novel method for generating walking trajectories using contact parametrization, not a review of existing work."
2406.13223,regular,"The paper presents a novel timing-aware reinforcement learning method for autonomous driving, not a review of existing research."
2102.10421,regular,"This paper presents a novel method for robotic contact juggling, not a review of existing work."
2509.20964,regular,"This paper describes the design and testing of a new soft underwater robot, presenting original research findings."
2504.05477,regular,"This paper presents a novel system for explainable social navigation, not a review of existing research."
2507.13225,regular,"The paper presents a novel co-design strategy for planning and control, outlining a new method and demonstrating its effectiveness on robots."
2309.12562,regular,"This paper presents a new hierarchical task selection system for robots, describing its implementation and experimental results."
2403.17441,regular,"The paper presents a novel method for odometry estimation, not a review of existing research."
2510.10567,regular,"This paper presents a novel RL-based method for motion planning in autonomous driving, not a review of existing research."
2103.03542,regular,"This paper presents a novel RF backscatter-based state estimation system, not a review of existing research."
2307.00302,regular,"The paper presents a new solution for robot arm-controlled agricultural spraying, focusing on a specific task control approach."
2203.16932,regular,"This paper presents a novel method for inertial navigation aiding, not a review of existing research."
2203.16981,regular,"This paper presents a novel robot design for a specific task, not a review of existing work."
2004.00685,regular,"This paper presents a novel sensorized robotic finger with data-driven touch sensing, describing a new method and experimental results."
2412.02613,regular,"This paper presents original research findings on haptic feedback for telemanipulation, not a review of existing literature."
2401.17663,review,The paper reviews existing research on social robot navigation and proposes a new framework for integrating emotions into proxemic zones. It presents a survey study to evaluate the proposed framework's effectiveness.
2506.15945,regular,"The paper presents a novel algorithm (KARL) for dynamic object tracking and grasping, not a review of existing research."
2201.0428,regular,"This paper presents a new planning framework for a tethered robot duo, outlining a novel method for object gathering. It describes a new approach, not a review of existing work."
2503.05077,regular,"This paper presents a novel method for LiDAR inertial odometry, not a review of existing research."
2212.07552,regular,"This paper presents a novel algorithm for 3D gas distribution mapping, not a review of existing work."
2502.12655,regular,"This paper presents a novel calibration method for LiDAR systems, not a review of existing research."
2306.15226,regular,"The paper presents a novel self-supervised learning framework for offroad driving, not a review of existing research."
2502.09241,regular,"This paper presents a novel approach to safety monitoring, outlining a new method and experimental validation, making it an original research paper."
2403.08061,regular,"The paper presents a novel gaze-based human-robot interaction system for infrastructure inspections, outlining its design, functionality, and experimental results."
2010.14834,regular,"This paper presents a novel method for reactive dynamic walking on uneven terrain, not a review of existing research."
2206.14289,regular,"The paper describes a novel system for air-ground robotic collaboration, presenting a new framework and experimental results."
2304.13704,regular,"This paper presents a new method for active control of small satellites, describing its design, testing, and results. It is not a review of existing literature."
2512.0047,regular,"This paper presents a novel method for autonomous driving, outlining a new framework and experimental results."
2011.11397,regular,"This paper presents a novel perception system, not a review of existing research."
2512.00072,regular,"This paper presents a novel reconfigurable auxetic device for robotic surface manipulation, describing its design, functionality, and experimental results. It is not a review paper."
2504.138,regular,"The paper presents a new framework for analyzing the manipulability and compliance of robotic fingers, presenting original research and results."
2508.02919,regular,"This paper presents a novel risk assessment framework, not a review of existing work."
2310.07842,regular,"This paper presents a novel diffusion-based path planning framework, outlining its design, dataset, and experimental results. It is not a review or survey of existing work."
2004.00249,regular,"This paper presents a novel method for object placement, not a review of existing research."
2310.12729,regular,"This paper presents a novel method for radar odometry estimation, not a review of existing research."
2108.04632,regular,"This paper presents a new algorithm for multi-robot coverage path planning, not a review of existing work."
2204.06343,regular,"The paper presents original experimental results on the effect of gripper morphology, sensing modalities, and action parameters on haptic object discrimination."
2107.07446,regular,This paper presents original research on a novel approach to personalized engagement in a robot-assisted communication game for individuals with cerebral palsy.
2103.08008,regular,"This paper presents a novel method for adapting multi-robot systems to user preferences, outlining a new approach and experimental validation."
2304.11295,regular,"This paper presents a novel method for trajectory prediction, not a review or survey of existing work."
2011.03922,regular,"This paper presents a new model-based reinforcement learning approach for robot navigation, not a review of existing research."
2506.13986,regular,"This paper presents a novel method for object pose estimation using artificial skin, not a review of existing research."
2406.06255,regular,"The paper presents a novel software-based approach to stabilizing acoustic images, presenting new methods and experimental results."
2403.10256,regular,"This paper presents a novel in-situ calibration method for tactile sensors, not a review of existing research."
2207.06209,regular,This paper presents a new algorithm for environmental sampling and evaluates its performance through simulations and experiments.
2506.10787,regular,"This paper presents a novel method for in-hand object pose estimation, not a review or survey of existing work."
2005.0812,regular,"This paper presents a methodology for assessing human factors in lunar teleoperated assembly tasks, which is an original research study."
2311.1533,regular,"This paper presents a novel method for multi-agent path finding with heterogeneous task durations, not a review of existing work."
2504.20506,regular,"This paper describes a novel robotic finger design and its experimental evaluation, not a review of existing research."
2209.15578,regular,This paper presents original research investigating the effectiveness of dual-modality haptic feedback in a virtual EMG-controlled grasp-and-hold task.
2303.10988,review,"The paper reviews existing work on intent communication and biometrics in social robots, discussing its potential and future directions."
2012.00284,regular,"This paper presents a novel neural network for identifying articulation mechanisms in objects, not a review of existing work."
2508.18627,regular,"This paper presents a novel framework for sequential mobile manipulation planning, outlining its architecture, algorithms, and experimental results."
2410.20272,regular,"This paper presents a novel method for planning in a changing environment, not a review of existing research."
2411.17902,regular,"This paper presents a novel algorithm for motion planning, not a review or survey of existing research."
2307.14313,regular,"This paper presents a new drone control system using reinforcement learning, not a review of existing research."
2303.06308,regular,"The paper presents a novel method for feature correspondence estimation, not a review or survey of existing work."
2407.0389,regular,"The paper presents a new UWB dataset, not a review or survey of existing research."
2102.09419,regular,"This paper presents a new framework for risk assessment in autonomous systems, outlining its methodology and implementation details. It is not a review of existing literature."
2503.23429,regular,"This paper presents a novel method for SLAM, not a review of existing methods."
2209.14649,regular,"This paper presents a novel method for robot localization, not a review of existing research."
2409.03403,regular,"This paper presents a new method for augmenting robot data, not a review or survey of existing research."
2507.09505,regular,"This paper presents a new dataset for truck-centered perception, not a review or survey of existing research."
2409.12339,regular,"This paper presents a novel learning-based controller for multi-contact grasps, outlining a new method and experimental results."
2510.00646,regular,"This paper presents a novel method for drone pose tracking, not a review of existing research."
2411.03011,regular,"The paper presents a novel fault diagnosis method using set-membership estimation, not a review of existing research."
2202.12729,regular,"The paper presents a novel method for state estimation, not a review of existing research."
2503.03081,regular,"This paper presents a new method for robotic imitation learning, including a novel exoskeleton system and a new policy, rather than reviewing existing research."
2405.19183,regular,"The paper presents a novel method for motion prediction in autonomous driving, not a review or survey of existing work."
2310.0193,regular,"This paper presents a new framework for distributed multi-robot exploration, outlining a novel approach and demonstrating its capabilities through experiments."
2509.1739,regular,"This paper presents a new framework for LiDAR simulation, not a review of existing research."
2412.11281,regular,"This paper presents a novel optimization approach for robot workspace design, not a review or survey of existing work."
2401.12389,regular,"The paper presents a new method for learning legged locomotion, not a review of existing research."
2209.08274,regular,"This paper presents a novel framework for image-goal navigation, outlining a new method and experimental results."
2509.15956,regular,"The paper presents a novel system for decentralized data verification using robot swarms, outlining its design, functionality, and experimental results."
2207.06608,regular,"This paper presents a novel reinforcement learning-based framework for object manipulation, outlining a new method and experimental results."
2506.13105,regular,"This paper presents a novel method for underwater target state estimation, not a review of existing research."
2505.06919,review,"The paper reviews the WARA Robotics Mobile Manipulation Challenge, its setup, and lessons learned from the first iteration."
2408.02277,regular,"The paper describes a project focused on developing a zero-emission vessel, presenting a novel approach rather than reviewing existing research."
2403.0999,regular,"This paper presents a new algorithm for quantifying pose uncertainty, not a review of existing research."
2109.04706,regular,"This paper presents a new autonomous navigation framework for bimodal vehicles, outlining its design, implementation, and experimental results. It is not a review of existing literature."
2006.03552,regular,"The paper presents a novel method for active learning from equilibrium, not a review of existing research."
2505.08419,regular,"The paper presents a novel algorithm for task allocation in a multi-robot system, not a review of existing research."
2410.01968,regular,"This paper presents a novel method for motion imitation in humanoid robots, not a review of existing research."
2510.10979,regular,"This paper presents a novel algorithm for heading estimation in UAVs, not a review of existing research."
2307.16318,regular,"The paper presents a new method for multi-agent exploration, not a review of existing research."
2409.0317,regular,"This paper presents a new Monte Carlo Tree Search algorithm for solving a specific problem, not a review or survey of existing research."
2206.07708,regular,"The paper presents a new method for finding control synthesis for kinematic shortest paths, not a review of existing work."
2207.11605,regular,"This paper presents a novel method for RGB-D sensing using a combination of event-based cameras and structured light projection, not a review of existing research."
2208.1418,regular,"This paper presents a novel experimental system for telemanipulation, not a review of existing research."
2204.03974,regular,"The paper presents a new framework for control algorithms for redundant robots, not a review of existing research."
2502.08158,regular,"The paper presents a new open-source package for GNSS state estimation using factor graph optimization, not a review of existing research."
2409.06369,regular,"This paper presents experimental results on a new adaptive electronic skin for robots, focusing on its impact on productivity and collision response."
2008.00715,regular,"This paper presents a new benchmark for real-world reinforcement learning, outlining a specific task and testing various algorithms on it. It does not primarily review existing research."
2208.14104,regular,"This paper presents a novel framework for sim-to-real transfer of robotic assembly, introducing a new method and experimental results."
2301.01382,regular,"The paper presents a new simulator for robot manipulation, outlining its design and functionality. It does not primarily review existing research."
2206.08856,regular,"The paper presents a novel approach for autonomous drone landing, describing a new system and experimental results."
2304.10837,review,"The paper systematically reviews existing ontologies for scenario-based testing in autonomous driving, providing an overview of their features and limitations."
2505.24198,regular,"This paper presents a novel method for humanoid locomotion and end-effector stabilization control, not a review of existing research."
2108.03045,review,"The paper presents a survey of existing research on eHMIs for delivery robots, focusing on their effectiveness and user preferences."
2504.01507,regular,"This paper presents a new robotic system designed to replicate elephant grasping, not a review of existing research."
2407.03136,regular,"This paper presents a novel collaborative SLAM approach, outlining its implementation and experimental results."
2508.08113,regular,"This paper presents a novel visual augmentation technique called AimBot, describing its implementation and demonstrating its effectiveness in improving visuomotor policy learning."
2103.01464,regular,"This paper presents a novel method for learning a navigation policy, not a review of existing research."
2010.15364,regular,"This paper presents a novel gradient-based planner for online trajectory planning in dynamic environments, outlining its design, implementation, and experimental evaluation."
2302.03323,regular,"This paper presents a novel optimization-based planning framework for ground robots, proposing a new algorithm for trajectory generation."
2112.13515,regular,"This paper presents a novel method for line-based SLAM, outlining its implementation and demonstrating its effectiveness on public datasets."
2002.00878,regular,"The paper presents a novel methodology for Unscented Kalman Filtering on manifolds, focusing on its implementation and applications, not a review of existing work."
2410.08097,regular,This paper presents a new LiDAR inertial odometry framework called LiPO for comparing different ICP point cloud registration methods. It introduces a new method and presents experimental results.
2412.18877,regular,"This paper presents a novel method for generating manipulation target states, not a review of existing research."
2212.14307,regular,"The paper presents a novel algorithm for motion planning, not a review of existing research."
2403.1228,regular,"The paper presents a novel algorithm for real-time motion planning, not a review of existing research."
2011.11552,regular,"This paper presents a new dataset for motion capture and eye-gaze data, not a review of existing research."
2509.25966,regular,"The paper presents a novel model for object navigation, describing its architecture, training process, and experimental results."
2104.11959,regular,"This paper presents a new method (MultiCruise) for energy-efficient lane selection in CAVs, not a review of existing research."
2411.03176,regular,"This paper presents a new simulation model for a soft robotic gripper, outlining its development and validation through experiments."
2310.09733,review,The paper systematically reviews existing research on gait phase classification algorithms for lower limb robotic systems.
2108.09801,regular,"This paper presents a new method for adaptive planner parameter learning, not a review of existing research."
2402.06067,regular,"This paper presents a new active learning algorithm for body schema learning, not a review of existing research."
2207.03783,regular,"The paper presents a comparative study of gestural and touchscreen input for human-robot collaboration, presenting a new architecture and user study, not a review of existing research."
2409.18031,regular,"This paper presents a novel method for autonomous driving, outlining a new topological approach for multi-agent behavior."
2404.13499,regular,"The paper presents a new approach to map handling, proposing standardized methods and scripts for map generation and management. This is an original research paper."
2402.1713,regular,"This paper presents a new method for robotic verification, not a review of existing research."
2512.05008,regular,"This paper presents a new framework for modeling and simulating a snake robot, focusing on its locomotion on different terrains. It describes a novel contact-implicit formulation and integrates with other models for granular and deformable terrain analysis."
2502.19595,regular,"This paper presents a novel method for transporting instruments in minimally invasive surgery, outlining a new system and experimental results."
2104.10739,regular,"The paper describes the design and implementation of a new UVGI system on a robot, presenting original research and experimental results."
2112.00359,regular,"This paper presents a new framework for tool-based manipulation policies, outlining a novel approach to robot manipulation, not a review of existing research."
2410.01143,regular,"This paper presents a novel system for percutaneous wire placement in surgery, outlining its design, functionality, and experimental results."
2205.01791,regular,"This paper presents a new dataset and benchmarks several state-of-the-art methods for off-road driving dynamics prediction, not a review of existing research."
2510.02968,regular,"This paper presents a novel control strategy for a tail-sitter UAV, outlining a new model and control framework for enhanced yaw control and lateral motion."
2402.13837,regular,"The paper describes the design and testing of a miniature underwater vehicle, presenting original research and experimental results."
2411.02608,regular,"This paper presents a novel method for robotic cloth manipulation, outlining a new architecture and experimental results."
2209.01605,regular,"This paper presents a novel method for visual localization of robots, not a review of existing research."
2104.02402,regular,"The paper presents a novel method for learning robot dynamics and transferring it to real robots, focusing on a new concept called 'Gen2Real'."
2511.01232,regular,"This paper presents a novel surgical robotic system, describing its design, functionality, and evaluation, rather than reviewing existing research."
2502.20106,regular,"This paper presents a novel method for path planning in the presence of movable obstacles, outlining a new framework and experimental results."
2209.09865,regular,"This paper presents a novel deep reinforcement learning framework for robot swarm behavior, not a review of existing research."
2104.05834,regular,"This paper presents the design and testing of a new robot, not a review of existing research."
2307.00488,regular,"This paper presents a novel algorithm for object-aware SLAM, outlining its implementation and evaluation, making it an original research paper."
2411.0987,regular,"This paper presents a novel control approach for robotic manipulation, outlining a new method and experimental validation."
2409.16802,regular,"The paper presents a novel design for home robots for health monitoring, not a review of existing research."
2311.08009,review,The paper reviews existing research on human trust and proposes a circular approach for applying these findings to robot interactions.
2405.04503,regular,"The paper presents a new physics-data hybrid dynamic model for manipulator control and planning, not a review of existing research."
2405.0256,regular,"This paper presents a pilot study with experimental results, not a review of existing literature."
2509.00119,regular,"The paper presents a comparative study of trajectory reconstruction methods, evaluating their performance on different datasets and providing novel approaches. It focuses on empirical results and method comparisons."
2309.10062,regular,"This paper presents a novel framework for multi-robot task planning using LLMs, outlining its design, implementation, and evaluation. It focuses on presenting a new method, not reviewing existing research."
2507.16841,regular,"This paper presents a novel ROV framework with an LLM-based approach for adaptive inspection, not a review of existing research."
2509.23112,regular,"This paper presents a novel method for robot manipulation, not a review of existing research."
2507.15189,regular,"This paper presents a novel depth completion network (CHADET) and its evaluation on various datasets, not a review of existing work."
2406.17136,regular,"This paper presents a new system for tool-use with a flexible hand, describing its design and experimental results."
2304.13182,regular,"The paper presents a novel multi-camera visual-inertial SLAM system, not a review of existing research."
2409.01139,review,The paper reviews and proposes metrics for evaluating the coverage of driving data in scenario databases for automated driving systems.
2403.11461,regular,"The paper presents a novel method for enhancing 3D robotic manipulation, not a review of existing research."
2201.01401,regular,"This paper presents a novel 3D data-driven method for optimizing laser orientation in robotic surgery, not a review of existing research."
2505.16289,regular,"This paper presents a new multi-point tactile dataset and explores compression techniques for tactile data, which is original research."
2309.14687,regular,"The paper presents a new plugin for Gazebo to simulate network latency in a robotic arm system, which is an original research contribution."
2011.02781,regular,"The paper describes the development of an Android application for ROS, presenting its architecture, functionalities, and use cases, which is an original research effort."
2208.13688,regular,"The paper presents original experimental data and findings on the impact of speech on trust in humanoid robots, not a review of existing research."
2502.02666,regular,"This paper presents a novel deep reinforcement learning framework for optimizing UAV-UGV systems in disaster management, not a review of existing research."
2005.01567,regular,"This paper presents a novel method for robot localization, not a review of existing research."
2305.01961,regular,"The paper describes the design and control of a novel aerial robot, presenting original research on its mechanical design, control architecture, and experimental results."
2406.0999,regular,"This paper presents a novel method for task segmentation in surgical robots, outlining its implementation and evaluation. It does not primarily review existing research."
2507.20861,regular,"This paper presents a novel algorithm for uncertainty-aware planning, not a review of existing research."
2412.14899,regular,"This paper presents a novel vibration-based manipulation algorithm for thin objects, outlining a new method and experimental validation."
2510.27333,regular,"This paper presents a new metric for evaluating lateral conflict in autonomous driving, not a review of existing research."
2103.07588,regular,"The paper presents a new algorithm for trajectory replanning, not a review of existing work."
2209.05798,regular,"This paper presents a new model predictive control strategy for cloth manipulation, including experimental validation and parameter learning using reinforcement learning."
2412.09816,regular,"This paper presents a novel method for robot control, not a review of existing research."
2505.04565,regular,"The paper presents a novel learning approach for robot task execution, not a review of existing research."
2510.07197,regular,"This paper presents a new framework for optimizing planetary actuator design and generating CAD models, which is an original research contribution."
2109.11636,regular,"This paper presents a novel control switch based on deep reinforcement learning, outlining its design, evaluation, and performance improvements. It does not primarily review existing research."
2406.02171,regular,"The paper describes a novel interface for controlling mobile collaborative robots, presenting a new design and evaluation of its performance."
2109.0512,regular,"This paper presents a novel deep reinforcement learning method for robot navigation, not a review of existing research."
2506.02353,regular,"This paper presents a novel method for learning skill affordances for robot-assisted bite acquisition, not a review of existing research."
2205.15496,regular,"The paper presents original research on a new approach for lifelong federated learning in mobile robots, focusing on image classification and continuous learning from simulated and real-world data."
2503.2348,regular,"This paper presents a novel method for improving indoor localization accuracy, not a review of existing research."
2409.20445,regular,"This paper presents a novel algorithm for robot navigation, outlining its design, implementation, and experimental results."
2406.11767,regular,"This paper presents a novel method for efficient exploration in robots, outlining a new approach to ergodic search and Stein variational inference."
2107.04178,regular,"This paper presents a novel object-based feature association algorithm and an object-level SLAM system, proposing new methods for robust mapping in agriculture."
2005.11431,regular,"This paper presents a new controller for a wheeled bipedal robot, describing its design, implementation, and experimental results."
2110.01743,regular,"This paper presents a novel design and characterization of a 3D-printed pneumatic valve, describing its functionality and experimental results."
2006.04335,regular,"The paper presents a new method for pose estimation in skid-steering robots, not a review of existing work."
2505.061,regular,"This paper presents a novel method for robot movement segmentation, not a review of existing research."
2505.18303,regular,"This paper presents a new dataset and benchmarks for deep learning-based optical microrobot perception, not a review of existing research."
2109.11488,regular,"This paper presents original research on a neural network-based force estimation system for haptic feedback in teleoperation, not a review of existing literature."
2503.00805,regular,"This paper presents the design and experimental results of a new flapping-wing robot, not a review of existing research."
2011.1246,regular,"The paper describes experimental methods for autonomous driving, presenting a novel approach to the problem rather than reviewing existing research."
2204.00184,regular,"The paper presents a new type of nondeterminism for filters, explores its computational complexity, and compares it to deterministic filters. It is not a review or survey of existing research."
2203.00084,regular,"This paper presents a new method for optimizing energy management in hybrid vehicles, incorporating competitor data for realistic simulations and optimization."
2406.01814,regular,"The paper presents a novel method for collision avoidance, not a review of existing research."
2309.02575,regular,"This paper presents a novel method for estimating soil properties, not a review of existing research."
2210.08015,regular,"This paper presents original research on energy-efficient programming of cobots, including experimental results and proposed optimization strategies."
2508.06722,regular,"This paper presents a new algorithm for obstacle avoidance, not a review or survey of existing work."
2209.13041,regular,"This paper presents a novel co-design framework for UAV morphology and behavior, outlining a new computational approach and demonstrating its effectiveness through case studies."
2003.02974,regular,"The paper presents a new method for multirotor flight control, focusing on disturbance estimation and rejection."
2505.21916,regular,"This paper presents a novel method for learning agile tasks, not a review of existing research."
2207.01794,review,"The paper provides a tutorial on manipulator differential kinematics, summarizing existing methods and applications, and offering new insights on advanced velocity control and numerical inverse kinematics."
2101.02246,regular,"This paper presents original research on a new force model for safer needle motion planning, including experimental validation and application to a clinical scenario."
2010.09232,regular,"This paper presents a new method for LiDAR reconstruction, not a review of existing research."
2410.16623,regular,"This paper presents a novel model for motion generation across multiple embodiments, demonstrating original research and experimental results."
2107.01837,regular,The paper presents original research on a novel turning maneuver for a multi-legged robot using pitchfork bifurcation.
2411.09942,regular,"The paper presents a new method for imitation learning in robotics, detailing its implementation and experimental results."
2502.12347,regular,"This paper presents a novel design for a microspine array and experimental results, not a review of existing research."
2505.02744,regular,"The paper presents original research on a physical computer based on an origami manipulator, focusing on its performance and capabilities."
2507.21957,regular,"This paper presents a novel method for computing self-motion manifolds, which is an original research contribution."
2004.04976,regular,"The paper presents a novel connector design for soft modular robots, describing its functionality and testing its performance."
2102.12026,regular,"The paper presents a new algorithm and experimental setup for a multi-robot printing system, not a review of existing work."
2202.08779,regular,"The paper presents a new method for building inspection using quadrotor vehicles, not a review of existing work."
2308.0562,regular,"This paper presents a new architecture for waypoint navigation, outlining its design and implementation, rather than reviewing existing work."
2401.16566,regular,"This paper presents a novel method for optimizing robot excitation trajectories, focusing on dynamic parameter identification and its application in robotic systems."
2208.13467,regular,"The paper presents a new approach for integrating IOTA and ROS 2 for robotic systems, focusing on a novel implementation of IOTA smart contracts and its application in a specific task."
2504.19072,regular,"This paper presents a novel method for gait optimization and motion planning, not a review of existing research."
2105.13935,regular,"This paper presents a novel control scheme for quadrotor UAVs, not a review of existing research."
2102.03318,regular,"The paper presents original research on integrated tactile sensorimotor control in a soft robotic hand, focusing on new methods and experimental results."
2210.03778,regular,"This paper presents a novel method for generating optimal gaits using the Lagrange multiplier method, focusing on a specific application in robotic locomotion."
2406.19798,regular,"The paper presents a new framework for motion prediction that incorporates occlusion awareness, which is original research."
2407.03476,regular,"This paper presents a new physics-informed neural ODE model for predicting the dynamics of deformable linear objects, not a review of existing research."
2109.0984,regular,"This paper presents a novel algorithm for shape and pose estimation, not a review of existing research."
2210.13609,regular,"This paper presents a novel approach for modeling and simulating human-vehicle interactions, not a review of existing research."
2303.06766,regular,"This paper presents a novel active vision approach for robot eye-in-hand calibration, introducing a new method and experimental results."
2103.07309,regular,"This paper presents a new method for representing poses in robotics and computer vision, not a review of existing work."
2206.09906,regular,"The paper presents a new control architecture for medical robots and evaluates its performance in specific scenarios, not a review of existing research."
2404.1755,regular,"The paper describes the design and functionality of a platform for connected autonomous driving, presenting a new research platform rather than a review of existing work."
2412.18921,regular,"The paper presents a new method for manipulator control using quaternion-based sliding variables, not a review of existing work."
2111.0258,regular,"This paper presents a novel deep learning-based control method for a tendon-driven continuum robot, presenting original research and experimental results."
2504.1788,regular,"This paper presents a novel method for autonomous navigation of quadrupeds, outlining a new algorithm and experimental validation."
2505.16912,regular,"This paper presents a novel method for autonomous navigation, not a review of existing research."
2305.06591,regular,"This paper presents a novel method for grasping objects without prior knowledge, making it an original research paper."
2509.14117,regular,"This paper presents a novel method for enhancing viewpoint invariance in Vision-Language-Action models, not a review of existing work."
2403.17774,regular,"This paper presents a novel LiDAR-based navigation system for autonomous crop navigation, outlining its design, testing, and performance."
2511.22354,regular,"The paper presents a novel architecture and system for robot teams, outlining its functionality and demonstrating its performance through experiments and benchmarks."
2511.05426,regular,"This paper presents a new design for a quadrotor drone, outlining its features, performance, and analysis. It does not primarily review existing research."
2302.06431,regular,"This paper presents a novel method for ambidextrous robot picking, outlining a new network architecture and experimental results."
2307.11192,regular,"This paper presents a new system for human-robot collaboration, focusing on task planning and adaptation to human preferences for leading or following."
2204.10883,review,"The paper provides a comprehensive survey of traversability estimation techniques, covering both traditional and deep learning methods."
2511.15995,regular,"This paper presents a novel method for collaborative pushing in robots, outlining its components and experimental validation."
2310.11516,regular,"This paper presents a new robotic platform for plant phenotyping, describing its design, functionality, and validation on real-world data. It does not review existing research or present a position on a field."
2504.19448,regular,"This paper presents a novel framework for optimizing foot trajectory and force in dry adhesion legged wall-climbing robots, outlining a new method and experimental results."
2403.11567,regular,"This paper presents a novel method for domain adaptation in object detection, not a review of existing research."
2407.12201,regular,"This paper presents a novel deep learning method for dynamic task control, not a review of existing research."
2406.063,regular,"This paper presents original research investigating human gaze and head rotation during various activities, including navigation and object manipulation. It does not review existing literature."
2011.08361,regular,"This paper presents a novel method for dexterous grasping, not a review of existing research."
2404.18201,review,"The paper presents a survey of the use of foundation models in robot learning for manipulation, covering contributions, challenges, and future directions."
2209.10021,regular,"This paper presents a novel method for automatic tuning of controllers, not a review of existing research."
2401.1354,regular,"The paper presents a novel approach to state estimation for multi-robot systems, focusing on a new method and its implementation, not a review of existing work."
2503.03998,regular,"The paper presents a new method for robotic object prying, not a review of existing research."
2303.14285,regular,This paper presents original research findings on the impact of robot facial expressions and gaze on human collaboration in a game scenario.
